"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"Perforation of intestine (nontraumatic)"	"K63.1"	21	1967923	1.1
	"Nebraska"	"31"	"Alcoholic hepatitis"	"K70.1"	16	1967923	Unreliable
	"Nebraska"	"31"	"Alcoholic cirrhosis of liver"	"K70.3"	159	1967923	8.1
	"Nebraska"	"31"	"Alcoholic hepatic failure"	"K70.4"	16	1967923	Unreliable
	"Nebraska"	"31"	"Alcoholic liver disease, unspecified"	"K70.9"	18	1967923	Unreliable
	"Nebraska"	"31"	"Hepatic failure, unspecified"	"K72.9"	22	1967923	1.1
	"Nebraska"	"31"	"Other and unspecified cirrhosis of liver"	"K74.6"	77	1967923	3.9
	"Nebraska"	"31"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	36	1967923	1.8
	"Nebraska"	"31"	"Liver disease, unspecified"	"K76.9"	11	1967923	Unreliable
	"Nebraska"	"31"	"Acute pancreatitis, unspecified"	"K85.9"	16	1967923	Unreliable
	"Nebraska"	"31"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	63	1967923	3.2
	"Nebraska"	"31"	"Cellulitis of other parts of limb"	"L03.1"	10	1967923	Unreliable
	"Nebraska"	"31"	"Cellulitis, unspecified"	"L03.9"	18	1967923	Unreliable
	"Nebraska"	"31"	"Rheumatoid arthritis, unspecified"	"M06.9"	11	1967923	Unreliable
	"Nebraska"	"31"	"Osteomyelitis, unspecified"	"M86.9"	13	1967923	Unreliable
	"Nebraska"	"31"	"Acute renal failure, unspecified"	"N17.9"	47	1967923	2.4
	"Nebraska"	"31"	"Chronic kidney disease, stage 5"	"N18.5"	105	1967923	5.3
	"Nebraska"	"31"	"Chronic renal failure, unspecified"	"N18.9"	73	1967923	3.7
	"Nebraska"	"31"	"Unspecified renal failure"	"N19"	29	1967923	1.5
	"Nebraska"	"31"	"Calculus of kidney"	"N20.0"	11	1967923	Unreliable
	"Nebraska"	"31"	"Urinary tract infection, site not specified"	"N39.0"	87	1967923	4.4
	"Nebraska"	"31"	"Respiratory arrest"	"R09.2"	27	1967923	1.4
	"Nebraska"	"31"	"Senility"	"R54"	19	1967923	Unreliable
	"Nebraska"	"31"	"Other lack of expected normal physiological development"	"R62.8"	11	1967923	Unreliable
	"Nebraska"	"31"	"Other ill-defined and unspecified causes of mortality"	"R99"	107	1967923	5.4
	"Nebraska"	"31"	"COVID-19"	"U07.1"	873	1967923	44.4
	"Nebraska"	"31"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	22	1967923	1.1
	"Nebraska"	"31"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	10	1967923	Unreliable
	"Nebraska"	"31"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	88	1967923	4.5
	"Nebraska"	"31"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	69	1967923	3.5
	"Nebraska"	"31"	"Fall on and from stairs and steps"	"W10"	30	1967923	1.5
	"Nebraska"	"31"	"Other fall on same level"	"W18"	98	1967923	5.0
	"Nebraska"	"31"	"Unspecified fall"	"W19"	85	1967923	4.3
	"Nebraska"	"31"	"Accidental suffocation and strangulation in bed"	"W75"	11	1967923	Unreliable
	"Nebraska"	"31"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	33	1967923	1.7
	"Nebraska"	"31"	"Exposure to uncontrolled fire in building or structure"	"X00"	19	1967923	Unreliable
	"Nebraska"	"31"	"Exposure to excessive natural cold"	"X31"	13	1967923	Unreliable
	"Nebraska"	"31"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	46	1967923	2.3
	"Nebraska"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	44	1967923	2.2
	"Nebraska"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	103	1967923	5.2
	"Nebraska"	"31"	"Accidental poisoning by and exposure to alcohol"	"X45"	16	1967923	Unreliable
	"Nebraska"	"31"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	13	1967923	Unreliable
	"Nebraska"	"31"	"Exposure to unspecified factor causing fracture"	"X59.0"	34	1967923	1.7
	"Nebraska"	"31"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	30	1967923	1.5
	"Nebraska"	"31"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1967923	Unreliable
	"Nebraska"	"31"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	76	1967923	3.9
	"Nebraska"	"31"	"Intentional self-harm by handgun discharge"	"X72"	20	1967923	1.0
	"Nebraska"	"31"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	22	1967923	1.1
	"Nebraska"	"31"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	143	1967923	7.3
	"Nebraska"	"31"	"Assault by other and unspecified firearm discharge"	"X95"	46	1967923	2.3
	"Nebraska"	"31"	"Sequelae of other accidents"	"Y86"	11	1967923	Unreliable
	"Nevada"	"32"	"Enterocolitis due to Clostridium difficile"	"A04.7"	41	3177772	1.3
	"Nevada"	"32"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	19	3177772	Unreliable
	"Nevada"	"32"	"Septicaemia, unspecified"	"A41.9"	255	3177772	8.0
	"Nevada"	"32"	"Bacterial infection, unspecified"	"A49.9"	13	3177772	Unreliable
	"Nevada"	"32"	"Chronic viral hepatitis C"	"B18.2"	36	3177772	1.1
	"Nevada"	"32"	"HIV disease resulting in other specified conditions"	"B23.8"	14	3177772	Unreliable
	"Nevada"	"32"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	23	3177772	0.7
	"Nevada"	"32"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	11	3177772	Unreliable
	"Nevada"	"32"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	11	3177772	Unreliable
	"Nevada"	"32"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	14	3177772	Unreliable
	"Nevada"	"32"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	19	3177772	Unreliable
	"Nevada"	"32"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	160	3177772	5.0
	"Nevada"	"32"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	79	3177772	2.5
	"Nevada"	"32"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	14	3177772	Unreliable
	"Nevada"	"32"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	369	3177772	11.6
	"Nevada"	"32"	"Malignant neoplasm of rectosigmoid junction"	"C19"	39	3177772	1.2
	"Nevada"	"32"	"Malignant neoplasm of rectum"	"C20"	70	3177772	2.2
	"Nevada"	"32"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	15	3177772	Unreliable
	"Nevada"	"32"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	115	3177772	3.6
	"Nevada"	"32"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	36	3177772	1.1
	"Nevada"	"32"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	85	3177772	2.7
	"Nevada"	"32"	"Malignant neoplasm of gallbladder"	"C23"	16	3177772	Unreliable
	"Nevada"	"32"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	450	3177772	14.2
	"Nevada"	"32"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	17	3177772	Unreliable
	"Nevada"	"32"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	25	3177772	0.8
	"Nevada"	"32"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	27	3177772	0.8
	"Nevada"	"32"	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	20	3177772	0.6
	"Nevada"	"32"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1055	3177772	33.2
	"Nevada"	"32"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	17	3177772	Unreliable
	"Nevada"	"32"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	79	3177772	2.5
	"Nevada"	"32"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	18	3177772	Unreliable
	"Nevada"	"32"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	25	3177772	0.8
	"Nevada"	"32"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	13	3177772	Unreliable
	"Nevada"	"32"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	31	3177772	1.0
	"Nevada"	"32"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	409	3177772	12.9
	"Nevada"	"32"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	11	3177772	Unreliable
	"Nevada"	"32"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	45	3177772	1.4
	"Nevada"	"32"	"Endometrium - Malignant neoplasms"	"C54.1"	36	3177772	1.1
	"Nevada"	"32"	"Malignant neoplasm of uterus, part unspecified"	"C55"	56	3177772	1.8
	"Nevada"	"32"	"Malignant neoplasm of ovary"	"C56"	112	3177772	3.5
	"Nevada"	"32"	"Malignant neoplasm of prostate"	"C61"	339	3177772	10.7
	"Nevada"	"32"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	143	3177772	4.5
	"Nevada"	"32"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	187	3177772	5.9
	"Nevada"	"32"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	123	3177772	3.9
	"Nevada"	"32"	"Malignant neoplasm of thyroid gland"	"C73"	16	3177772	Unreliable
	"Nevada"	"32"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	22	3177772	0.7
	"Nevada"	"32"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	10	3177772	Unreliable
	"Nevada"	"32"	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	13	3177772	Unreliable
	"Nevada"	"32"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	16	3177772	Unreliable
	"Nevada"	"32"	"Malignant neoplasm without specification of site"	"C80"	277	3177772	8.7
	"Nevada"	"32"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	27	3177772	0.8
	"Nevada"	"32"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	40	3177772	1.3
	"Nevada"	"32"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	74	3177772	2.3
	"Nevada"	"32"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	100	3177772	3.1
	"Nevada"	"32"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	12	3177772	Unreliable
	"Nevada"	"32"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	35	3177772	1.1
	"Nevada"	"32"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	68	3177772	2.1
	"Nevada"	"32"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	11	3177772	Unreliable
	"Nevada"	"32"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	11	3177772	Unreliable
	"Nevada"	"32"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	17	3177772	Unreliable
	"Nevada"	"32"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	42	3177772	1.3
	"Nevada"	"32"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	11	3177772	Unreliable
	"Nevada"	"32"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	48	3177772	1.5
	"Nevada"	"32"	"Anaemia, unspecified"	"D64.9"	10	3177772	Unreliable
	"Nevada"	"32"	"Coagulation defect, unspecified"	"D68.9"	15	3177772	Unreliable
	"Nevada"	"32"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	12	3177772	Unreliable
	"Nevada"	"32"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	22	3177772	0.7
	"Nevada"	"32"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	92	3177772	2.9
	"Nevada"	"32"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	14	3177772	Unreliable
	"Nevada"	"32"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	95	3177772	3.0
	"Nevada"	"32"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	52	3177772	1.6
	"Nevada"	"32"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	137	3177772	4.3
	"Nevada"	"32"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	19	3177772	Unreliable
	"Nevada"	"32"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	15	3177772	Unreliable
	"Nevada"	"32"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	30	3177772	0.9
	"Nevada"	"32"	"Unspecified diabetes mellitus, without complications"	"E14.9"	381	3177772	12.0
	"Nevada"	"32"	"Unspecified severe protein-energy malnutrition"	"E43"	261	3177772	8.2
	"Nevada"	"32"	"Unspecified protein-energy malnutrition"	"E46"	63	3177772	2.0
	"Nevada"	"32"	"Other obesity"	"E66.8"	57	3177772	1.8
	"Nevada"	"32"	"Obesity, unspecified"	"E66.9"	39	3177772	1.2
	"Nevada"	"32"	"Pure hypercholesterolaemia"	"E78.0"	13	3177772	Unreliable
	"Nevada"	"32"	"Hyperlipidaemia, unspecified"	"E78.5"	255	3177772	8.0
	"Nevada"	"32"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	25	3177772	0.8
	"Nevada"	"32"	"Volume depletion"	"E86"	12	3177772	Unreliable
	"Nevada"	"32"	"Acidosis"	"E87.2"	11	3177772	Unreliable
	"Nevada"	"32"	"Metabolic disorder, unspecified"	"E88.9"	73	3177772	2.3
	"Nevada"	"32"	"Vascular dementia, unspecified"	"F01.9"	84	3177772	2.6
	"Nevada"	"32"	"Unspecified dementia"	"F03"	466	3177772	14.7
	"Nevada"	"32"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	119	3177772	3.7
	"Nevada"	"32"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	115	3177772	3.6
	"Nevada"	"32"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	24	3177772	0.8
	"Nevada"	"32"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	15	3177772	Unreliable
	"Nevada"	"32"	"Huntington disease"	"G10"	11	3177772	Unreliable
	"Nevada"	"32"	"Motor neuron disease"	"G12.2"	62	3177772	2.0
	"Nevada"	"32"	"Parkinson disease"	"G20"	267	3177772	8.4
	"Nevada"	"32"	"Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]"	"G23.1"	12	3177772	Unreliable
	"Nevada"	"32"	"Alzheimer disease with late onset"	"G30.1"	60	3177772	1.9
	"Nevada"	"32"	"Alzheimer disease, unspecified"	"G30.9"	798	3177772	25.1
	"Nevada"	"32"	"Circumscribed brain atrophy"	"G31.0"	10	3177772	Unreliable
	"Nevada"	"32"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	679	3177772	21.4
	"Nevada"	"32"	"Other specified degenerative diseases of nervous system"	"G31.8"	50	3177772	1.6
	"Nevada"	"32"	"Multiple sclerosis"	"G35"	53	3177772	1.7
	"Nevada"	"32"	"Epilepsy, unspecified"	"G40.9"	13	3177772	Unreliable
	"Nevada"	"32"	"Status epilepticus, unspecified"	"G41.9"	11	3177772	Unreliable
	"Nevada"	"32"	"Myasthenia gravis"	"G70.0"	12	3177772	Unreliable
	"Nevada"	"32"	"Infantile cerebral palsy, unspecified"	"G80.9"	16	3177772	Unreliable
	"Nevada"	"32"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	38	3177772	1.2
	"Nevada"	"32"	"Encephalopathy, unspecified"	"G93.4"	36	3177772	1.1
	"Nevada"	"32"	"Disorders of both mitral and aortic valves"	"I08.0"	12	3177772	Unreliable
	"Nevada"	"32"	"Essential (primary) hypertension"	"I10"	237	3177772	7.5
	"Nevada"	"32"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	393	3177772	12.4
	"Nevada"	"32"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	845	3177772	26.6
	"Nevada"	"32"	"Hypertensive renal disease with renal failure"	"I12.0"	217	3177772	6.8
	"Nevada"	"32"	"Hypertensive renal disease without renal failure"	"I12.9"	12	3177772	Unreliable
	"Nevada"	"32"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	55	3177772	1.7
	"Nevada"	"32"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	70	3177772	2.2
	"Nevada"	"32"	"Acute subendocardial myocardial infarction"	"I21.4"	75	3177772	2.4
	"Nevada"	"32"	"Acute myocardial infarction, unspecified"	"I21.9"	537	3177772	16.9
	"Nevada"	"32"	"Acute ischaemic heart disease, unspecified"	"I24.9"	12	3177772	Unreliable
	"Nevada"	"32"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	1715	3177772	54.0
	"Nevada"	"32"	"Atherosclerotic heart disease"	"I25.1"	1345	3177772	42.3
	"Nevada"	"32"	"Ischaemic cardiomyopathy"	"I25.5"	70	3177772	2.2
	"Nevada"	"32"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	100	3177772	3.1
	"Nevada"	"32"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	55	3177772	1.7
	"Nevada"	"32"	"Other secondary pulmonary hypertension"	"I27.2"	89	3177772	2.8
	"Nevada"	"32"	"Acute and subacute infective endocarditis"	"I33.0"	20	3177772	0.6
	"Nevada"	"32"	"Mitral (valve) insufficiency"	"I34.0"	22	3177772	0.7
	"Nevada"	"32"	"Aortic (valve) stenosis"	"I35.0"	73	3177772	2.3
	"Nevada"	"32"	"Aortic valve disorder, unspecified"	"I35.9"	10	3177772	Unreliable
	"Nevada"	"32"	"Endocarditis, valve unspecified"	"I38"	35	3177772	1.1
	"Nevada"	"32"	"Dilated cardiomyopathy"	"I42.0"	26	3177772	0.8
	"Nevada"	"32"	"Alcoholic cardiomyopathy"	"I42.6"	12	3177772	Unreliable
	"Nevada"	"32"	"Cardiomyopathy, unspecified"	"I42.9"	125	3177772	3.9
	"Nevada"	"32"	"Other specified conduction disorders"	"I45.8"	11	3177772	Unreliable
	"Nevada"	"32"	"Cardiac arrest, unspecified"	"I46.9"	758	3177772	23.9
	"Nevada"	"32"	"Atrial fibrillation and flutter"	"I48"	214	3177772	6.7
	"Nevada"	"32"	"Cardiac arrhythmia, unspecified"	"I49.9"	42	3177772	1.3
	"Nevada"	"32"	"Congestive heart failure"	"I50.0"	323	3177772	10.2
	"Nevada"	"32"	"Heart failure, unspecified"	"I50.9"	101	3177772	3.2
	"Nevada"	"32"	"Cardiovascular disease, unspecified"	"I51.6"	21	3177772	0.7
	"Nevada"	"32"	"Heart disease, unspecified"	"I51.9"	47	3177772	1.5
	"Nevada"	"32"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	47	3177772	1.5
	"Nevada"	"32"	"Intracerebral haemorrhage in brain stem"	"I61.3"	12	3177772	Unreliable
	"Nevada"	"32"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	11	3177772	Unreliable
	"Nevada"	"32"	"Intracerebral haemorrhage, unspecified"	"I61.9"	96	3177772	3.0
	"Nevada"	"32"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	25	3177772	0.8
	"Nevada"	"32"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	114	3177772	3.6
	"Nevada"	"32"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	17	3177772	Unreliable
	"Nevada"	"32"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	19	3177772	Unreliable
	"Nevada"	"32"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	15	3177772	Unreliable
	"Nevada"	"32"	"Cerebral infarction, unspecified"	"I63.9"	182	3177772	5.7
	"Nevada"	"32"	"Stroke, not specified as haemorrhage or infarction"	"I64"	452	3177772	14.2
	"Nevada"	"32"	"Cerebral atherosclerosis"	"I67.2"	246	3177772	7.7
	"Nevada"	"32"	"Other specified cerebrovascular diseases"	"I67.8"	11	3177772	Unreliable
	"Nevada"	"32"	"Cerebrovascular disease, unspecified"	"I67.9"	63	3177772	2.0
	"Nevada"	"32"	"Sequelae of cerebral infarction"	"I69.3"	10	3177772	Unreliable
	"Nevada"	"32"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	57	3177772	1.8
	"Nevada"	"32"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	19	3177772	Unreliable
	"Nevada"	"32"	"Generalized and unspecified atherosclerosis"	"I70.9"	27	3177772	0.8
	"Nevada"	"32"	"Dissection of aorta [any part]"	"I71.0"	34	3177772	1.1
	"Nevada"	"32"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	11	3177772	Unreliable
	"Nevada"	"32"	"Peripheral vascular disease, unspecified"	"I73.9"	65	3177772	2.0
	"Nevada"	"32"	"Embolism and thrombosis of unspecified artery"	"I74.9"	11	3177772	Unreliable
	"Nevada"	"32"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	31	3177772	1.0
	"Nevada"	"32"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	24	3177772	0.8
	"Nevada"	"32"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	23	3177772	0.7
	"Nevada"	"32"	"Bacterial pneumonia, unspecified"	"J15.9"	19	3177772	Unreliable
	"Nevada"	"32"	"Pneumonia, unspecified"	"J18.9"	439	3177772	13.8
	"Nevada"	"32"	"Centrilobular emphysema"	"J43.2"	11	3177772	Unreliable
	"Nevada"	"32"	"Emphysema, unspecified"	"J43.9"	84	3177772	2.6
	"Nevada"	"32"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	242	3177772	7.6
	"Nevada"	"32"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	74	3177772	2.3
	"Nevada"	"32"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	23	3177772	0.7
	"Nevada"	"32"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1133	3177772	35.7
	"Nevada"	"32"	"Asthma, unspecified"	"J45.9"	34	3177772	1.1
	"Nevada"	"32"	"Pneumonitis due to food and vomit"	"J69.0"	144	3177772	4.5
	"Nevada"	"32"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	102	3177772	3.2
	"Nevada"	"32"	"Interstitial pulmonary disease, unspecified"	"J84.9"	57	3177772	1.8
	"Nevada"	"32"	"Pleural effusion, not elsewhere classified"	"J90"	13	3177772	Unreliable
	"Nevada"	"32"	"Chronic respiratory failure"	"J96.1"	16	3177772	Unreliable
	"Nevada"	"32"	"Respiratory failure, unspecified"	"J96.9"	22	3177772	0.7
	"Nevada"	"32"	"Other disorders of lung"	"J98.4"	14	3177772	Unreliable
	"Nevada"	"32"	"Gastric ulcer, chronic or unspecified with haemorrhage"	"K25.4"	15	3177772	Unreliable
	"Nevada"	"32"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	15	3177772	Unreliable
	"Nevada"	"32"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	10	3177772	Unreliable
	"Nevada"	"32"	"Acute vascular disorders of intestine"	"K55.0"	18	3177772	Unreliable
	"Nevada"	"32"	"Vascular disorder of intestine, unspecified"	"K55.9"	43	3177772	1.4
	"Nevada"	"32"	"Volvulus"	"K56.2"	12	3177772	Unreliable
	"Nevada"	"32"	"Other and unspecified intestinal obstruction"	"K56.6"	65	3177772	2.0
	"Nevada"	"32"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	18	3177772	Unreliable
	"Nevada"	"32"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	10	3177772	Unreliable
	"Nevada"	"32"	"Perforation of intestine (nontraumatic)"	"K63.1"	24	3177772	0.8
	"Nevada"	"32"	"Acute peritonitis"	"K65.0"	12	3177772	Unreliable
	"Nevada"	"32"	"Alcoholic fatty liver"	"K70.0"	12	3177772	Unreliable
	"Nevada"	"32"	"Alcoholic hepatitis"	"K70.1"	29	3177772	0.9
	"Nevada"	"32"	"Alcoholic cirrhosis of liver"	"K70.3"	327	3177772	10.3
	"Nevada"	"32"	"Alcoholic hepatic failure"	"K70.4"	29	3177772	0.9
	"Nevada"	"32"	"Alcoholic liver disease, unspecified"	"K70.9"	44	3177772	1.4
	"Nevada"	"32"	"Hepatic failure, unspecified"	"K72.9"	23	3177772	0.7
	"Nevada"	"32"	"Other and unspecified cirrhosis of liver"	"K74.6"	190	3177772	6.0
	"Nevada"	"32"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	21	3177772	0.7
	"Nevada"	"32"	"Liver disease, unspecified"	"K76.9"	28	3177772	0.9
	"Nevada"	"32"	"Acute cholecystitis"	"K81.0"	18	3177772	Unreliable
	"Nevada"	"32"	"Alcohol-induced acute pancreatitis"	"K85.2"	14	3177772	Unreliable
	"Nevada"	"32"	"Acute pancreatitis, unspecified"	"K85.9"	20	3177772	0.6
	"Nevada"	"32"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	70	3177772	2.2
	"Nevada"	"32"	"Cellulitis of other parts of limb"	"L03.1"	14	3177772	Unreliable
	"Nevada"	"32"	"Rheumatoid arthritis, unspecified"	"M06.9"	13	3177772	Unreliable
	"Nevada"	"32"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	12	3177772	Unreliable
	"Nevada"	"32"	"Necrotizing fasciitis"	"M72.6"	11	3177772	Unreliable
	"Nevada"	"32"	"Osteomyelitis, unspecified"	"M86.9"	36	3177772	1.1
	"Nevada"	"32"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	10	3177772	Unreliable
	"Nevada"	"32"	"Acute renal failure, unspecified"	"N17.9"	58	3177772	1.8
	"Nevada"	"32"	"Chronic kidney disease, stage 5"	"N18.5"	159	3177772	5.0
	"Nevada"	"32"	"Chronic renal failure, unspecified"	"N18.9"	30	3177772	0.9
	"Nevada"	"32"	"Unspecified renal failure"	"N19"	20	3177772	0.6
	"Nevada"	"32"	"Calculus of kidney"	"N20.0"	12	3177772	Unreliable
	"Nevada"	"32"	"Urinary tract infection, site not specified"	"N39.0"	120	3177772	3.8
	"Nevada"	"32"	"Hyperplasia of prostate"	"N40"	11	3177772	Unreliable
	"Nevada"	"32"	"Down syndrome, unspecified"	"Q90.9"	11	3177772	Unreliable
	"Nevada"	"32"	"Senility"	"R54"	91	3177772	2.9
	"Nevada"	"32"	"Shock, unspecified"	"R57.9"	34	3177772	1.1
	"Nevada"	"32"	"Sudden infant death syndrome - SIDS"	"R95"	18	3177772	Unreliable
	"Nevada"	"32"	"Other ill-defined and unspecified causes of mortality"	"R99"	85	3177772	2.7
	"Nevada"	"32"	"COVID-19"	"U07.1"	2198	3177772	69.2
	"Nevada"	"32"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	37	3177772	1.2
	"Nevada"	"32"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	46	3177772	1.4
	"Nevada"	"32"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	15	3177772	Unreliable
